# DavinciArm telemetry export
# Points=2055
# Columns=t_rel_s,arm_angle_deg,ref_angle_deg,tracking_error_deg,motor_speed_deg_s,valid
# Decimals=6
# SortedByTime=true
#
t_rel_s,arm_angle_deg,ref_angle_deg,tracking_error_deg,motor_speed_deg_s,valid
3.045172,,183.278766,,,1
3.045173,180.804382,176.847514,-3.956868,,1
3.045173,,,,171.887341,1
3.045175,,176.847514,,,1
3.075565,180.068527,180.316288,0.247761,,1
3.075565,,,,12.673020,1
3.075584,,180.316288,,,1
3.075588,179.983378,179.975968,-0.007410,,1
3.075588,,,,-3.302501,1
3.075595,,179.975968,,,1
3.075599,179.775428,180.666748,0.891320,,1
3.075599,,,,-46.037976,1
3.075603,,180.666748,,,1
3.075606,179.317977,183.278766,3.960789,,1
3.075606,,,,-143.239450,1
3.075612,,183.278766,,,1
3.075615,,,,-171.884589,1
3.075615,179.085564,176.847514,-2.238049,,1
3.075621,,176.847514,,,1
3.105977,179.941792,180.316288,0.374496,,1
3.105977,,,,-12.673279,1
3.105996,,180.316288,,,1
3.105999,,,,3.302512,1
3.105999,180.016403,179.975968,-0.040435,,1
3.106003,,179.975968,,,1
3.106005,180.235802,180.666748,0.430946,,1
3.106005,,,,46.037695,1
3.106008,,180.666748,,,1
3.106010,180.750337,183.278766,2.528429,,1
3.106010,,,,143.237730,1
3.106014,,183.278766,,,1
3.106016,180.804465,176.847514,-3.956950,,1
3.106016,,,,171.887341,1
3.106019,,176.847514,,,1
3.136463,180.068520,180.316288,0.247768,,1
3.136463,,,,12.673021,1
3.136478,,180.316288,,,1
3.136479,,,,-3.302504,1
3.136479,179.983378,179.975968,-0.007410,,1
3.136483,,179.975968,,,1
3.136484,179.775420,180.666748,0.891329,,1
3.136484,,,,-46.037982,1
3.136487,,180.666748,,,1
3.136488,179.317925,183.278766,3.960841,,1
3.136488,,,,-143.239450,1
3.136491,,183.278766,,,1
3.136492,179.085646,176.847514,-2.238132,,1
3.136492,,,,-171.884593,1
3.136494,,176.847514,,,1
3.167328,179.941784,180.316288,0.374504,,1
3.167328,,,,-12.673280,1
3.167341,,180.316288,,,1
3.167343,180.016403,179.975968,-0.040435,,1
3.167343,,,,3.302515,1
3.167345,,179.975968,,,1
3.167346,180.235794,180.666748,0.430955,,1
3.167346,,,,46.037701,1
3.167349,,180.666748,,,1
3.167350,180.750285,183.278766,2.528481,,1
3.167350,,,,143.237733,1
3.167353,,183.278766,,,1
3.167354,180.804547,176.847514,-3.957033,,1
3.167354,,,,171.887341,1
3.167356,,176.847514,,,1
3.195644,180.068512,180.316288,0.247776,,1
3.195644,,,,12.673022,1
3.195666,,180.316288,,,1
3.195670,,,,-3.302507,1
3.195670,179.983378,179.975968,-0.007410,,1
3.195675,,179.975968,,,1
3.195677,179.775411,180.666748,0.891337,,1
3.195677,,,,-46.037988,1
3.195681,,180.666748,,,1
3.195684,179.317874,183.278766,3.960893,,1
3.195684,,,,-143.239450,1
3.195690,,183.278766,,,1
3.195692,179.085729,176.847514,-2.238214,,1
3.195692,,,,-171.884597,1
3.195697,,176.847514,,,1
3.226161,179.941777,180.316288,0.374512,,1
3.226161,,,,-12.673281,1
3.226181,,180.316288,,,1
3.226182,,,,3.302518,1
3.226182,180.016404,179.975968,-0.040436,,1
3.226187,,179.975968,,,1
3.226188,,,,46.037708,1
3.226188,180.235785,180.666748,0.430963,,1
3.226191,,180.666748,,,1
3.226193,180.750234,183.278766,2.528532,,1
3.226193,,,,143.237735,1
3.226196,,183.278766,,,1
3.226197,180.804629,176.847514,-3.957115,,1
3.226197,,,,171.887341,1
3.226199,,176.847514,,,1
3.256580,180.068504,180.316288,0.247784,,1
3.256580,,,,12.673024,1
3.256590,,180.316288,,,1
3.256592,179.983379,179.975968,-0.007411,,1
3.256592,,,,-3.302510,1
3.256595,,179.975968,,,1
3.256597,179.775403,180.666748,0.891346,,1
3.256597,,,,-46.037995,1
3.256599,,180.666748,,,1
3.256600,179.317822,183.278766,3.960944,,1
3.256600,,,,-143.239450,1
3.256603,,183.278766,,,1
3.256604,179.085811,176.847514,-2.238296,,1
3.256604,,,,-171.884601,1
3.256606,,176.847514,,,1
3.287390,179.941769,180.316288,0.374519,,1
3.287390,,,,-12.673282,1
3.287409,,180.316288,,,1
3.287413,180.016404,179.975968,-0.040436,,1
3.287413,,,,3.302521,1
3.287418,,179.975968,,,1
3.287420,,,,46.037715,1
3.287420,180.235777,180.666748,0.430972,,1
3.287422,,180.666748,,,1
3.287423,180.750182,183.278766,2.528584,,1
3.287423,,,,143.237738,1
3.287428,,183.278766,,,1
3.287430,180.804712,176.847514,-3.957197,,1
3.287430,,,,171.887341,1
3.287444,,176.847514,,,1
3.317781,180.068496,180.316288,0.247792,,1
3.317781,,,,12.673025,1
3.317795,,180.316288,,,1
3.317799,179.983379,179.975968,-0.007411,,1
3.317799,,,,-3.302514,1
3.317804,,179.975968,,,1
3.317807,179.775394,180.666748,0.891354,,1
3.317807,,,,-46.038001,1
3.317811,,180.666748,,,1
3.317813,179.317771,183.278766,3.960995,,1
3.317813,,,,-143.239450,1
3.317818,,183.278766,,,1
3.317821,179.085893,176.847514,-2.238379,,1
3.317821,,,,-171.884605,1
3.317825,,176.847514,,,1
3.346372,179.941761,180.316288,0.374527,,1
3.346372,,,,-12.673283,1
3.346383,,180.316288,,,1
3.346386,180.016404,179.975968,-0.040436,,1
3.346386,,,,3.302524,1
3.346389,,179.975968,,,1
3.346391,180.235768,180.666748,0.430980,,1
3.346391,,,,46.037721,1
3.346393,,180.666748,,,1
3.346394,,,,143.237740,1
3.346394,180.750131,183.278766,2.528635,,1
3.346397,,183.278766,,,1
3.346399,180.804794,176.847514,-3.957279,,1
3.346399,,,,171.887341,1
3.346401,,176.847514,,,1
3.376677,180.068489,180.316288,0.247799,,1
3.376677,,,,12.673026,1
3.376693,,180.316288,,,1
3.376697,179.983379,179.975968,-0.007411,,1
3.376697,,,,-3.302517,1
3.376704,,179.975968,,,1
3.376708,179.775386,180.666748,0.891363,,1
3.376708,,,,-46.038007,1
3.376711,,180.666748,,,1
3.376713,,,,-143.239450,1
3.376713,179.317719,183.278766,3.961047,,1
3.376717,,183.278766,,,1
3.376721,179.085975,176.847514,-2.238461,,1
3.376721,,,,-171.884609,1
3.376726,,176.847514,,,1
3.407194,179.941753,180.316288,0.374535,,1
3.407194,,,,-12.673283,1
3.407211,,180.316288,,,1
3.407215,180.016404,179.975968,-0.040436,,1
3.407215,,,,3.302527,1
3.407221,,179.975968,,,1
3.407225,180.235760,180.666748,0.430988,,1
3.407225,,,,46.037728,1
3.407229,,180.666748,,,1
3.407232,180.750080,183.278766,2.528686,,1
3.407232,,,,143.237743,1
3.407236,,183.278766,,,1
3.407239,180.804876,176.847514,-3.957361,,1
3.407239,,,,171.887341,1
3.407244,,176.847514,,,1
3.437727,180.068481,180.316288,0.247807,,1
3.437727,,,,12.673027,1
3.437748,,180.316288,,,1
3.437752,179.983379,179.975968,-0.007411,,1
3.437752,,,,-3.302520,1
3.437758,,179.975968,,,1
3.437762,179.775377,180.666748,0.891371,,1
3.437762,,,,-46.038014,1
3.437765,,180.666748,,,1
3.437766,,,,-143.239450,1
3.437766,179.317668,183.278766,3.961098,,1
3.437769,,183.278766,,,1
3.437772,179.086057,176.847514,-2.238542,,1
3.437772,,,,-171.884613,1
3.437778,,176.847514,,,1
3.468217,179.941746,180.316288,0.374542,,1
3.468217,,,,-12.673284,1
3.468235,,180.316288,,,1
3.468239,180.016405,179.975968,-0.040437,,1
3.468239,,,,3.302530,1
3.468246,,179.975968,,,1
3.468250,180.235752,180.666748,0.430997,,1
3.468250,,,,46.037735,1
3.468256,,180.666748,,,1
3.468260,,,,143.237746,1
3.468260,180.750029,183.278766,2.528737,,1
3.468266,,183.278766,,,1
3.468270,,,,171.887341,1
3.468270,180.804957,176.847514,-3.957443,,1
3.468276,,176.847514,,,1
3.498598,180.068473,180.316288,0.247815,,1
3.498598,,,,12.673029,1
3.498608,,180.316288,,,1
3.498610,179.983380,179.975968,-0.007412,,1
3.498610,,,,-3.302523,1
3.498614,,179.975968,,,1
3.498615,179.775369,180.666748,0.891380,,1
3.498615,,,,-46.038020,1
3.498618,,180.666748,,,1
3.498619,179.317617,183.278766,3.961149,,1
3.498619,,,,-143.239450,1
3.498621,,183.278766,,,1
3.498623,179.086139,176.847514,-2.238624,,1
3.498623,,,,-171.884618,1
3.498625,,176.847514,,,1
3.526957,179.941738,180.316288,0.374550,,1
3.526957,,,,-12.673285,1
3.526978,,180.316288,,,1
3.526982,180.016405,179.975968,-0.040437,,1
3.526982,,,,3.302533,1
3.526990,,179.975968,,,1
3.526994,180.235743,180.666748,0.431005,,1
3.526994,,,,46.037742,1
3.526999,,180.666748,,,1
3.527004,180.749978,183.278766,2.528789,,1
3.527004,,,,143.237748,1
3.527010,,183.278766,,,1
3.527017,,,,171.887341,1
3.527017,180.805039,176.847514,-3.957525,,1
3.527023,,176.847514,,,1
3.557458,180.068466,180.316288,0.247822,,1
3.557458,,,,12.673030,1
3.557472,,180.316288,,,1
3.557475,179.983380,179.975968,-0.007412,,1
3.557475,,,,-3.302526,1
3.557481,,179.975968,,,1
3.557483,179.775360,180.666748,0.891388,,1
3.557483,,,,-46.038026,1
3.557487,,180.666748,,,1
3.557490,179.317566,183.278766,3.961200,,1
3.557490,,,,-143.239450,1
3.557494,,183.278766,,,1
3.557497,179.086220,176.847514,-2.238706,,1
3.557497,,,,-171.884622,1
3.557501,,176.847514,,,1
3.587829,179.941730,180.316288,0.374558,,1
3.587829,,,,-12.673286,1
3.587841,,180.316288,,,1
3.587843,180.016405,179.975968,-0.040437,,1
3.587843,,,,3.302536,1
3.587845,,179.975968,,,1
3.587847,180.235735,180.666748,0.431014,,1
3.587847,,,,46.037748,1
3.587849,,180.666748,,,1
3.587851,180.749927,183.278766,2.528840,,1
3.587851,,,,143.237751,1
3.587853,,183.278766,,,1
3.587855,,,,171.887341,1
3.587855,180.805121,176.847514,-3.957606,,1
3.587858,,176.847514,,,1
3.618126,,,,12.673031,1
3.618126,180.068458,180.316288,0.247830,,1
3.618139,,180.316288,,,1
3.618141,179.983380,179.975968,-0.007412,,1
3.618141,,,,-3.302529,1
3.618144,,179.975968,,,1
3.618146,179.775352,180.666748,0.891397,,1
3.618146,,,,-46.038032,1
3.618148,,180.666748,,,1
3.618150,179.317515,183.278766,3.961251,,1
3.618150,,,,-143.239450,1
3.618152,,183.278766,,,1
3.618154,179.086302,176.847514,-2.238787,,1
3.618154,,,,-171.884626,1
3.618157,,176.847514,,,1
3.648616,179.941723,180.316288,0.374565,,1
3.648616,,,,-12.673287,1
3.648633,,180.316288,,,1
3.648638,,,,3.302539,1
3.648638,180.016405,179.975968,-0.040438,,1
3.648643,,179.975968,,,1
3.648646,180.235726,180.666748,0.431022,,1
3.648646,,,,46.037755,1
3.648651,,180.666748,,,1
3.648655,180.749876,183.278766,2.528890,,1
3.648655,,,,143.237753,1
3.648662,,183.278766,,,1
3.648666,180.805202,176.847514,-3.957688,,1
3.648666,,,,171.887341,1
3.648674,,176.847514,,,1
3.679007,180.068450,180.316288,0.247838,,1
3.679007,,,,12.673032,1
3.679018,,180.316288,,,1
3.679021,179.983380,179.975968,-0.007412,,1
3.679021,,,,-3.302532,1
3.679024,,179.975968,,,1
3.679027,179.775343,180.666748,0.891405,,1
3.679027,,,,-46.038038,1
3.679029,,180.666748,,,1
3.679031,179.317464,183.278766,3.961302,,1
3.679031,,,,-143.239450,1
3.679035,,183.278766,,,1
3.679037,179.086383,176.847514,-2.238869,,1
3.679037,,,,-171.884630,1
3.679040,,176.847514,,,1
3.709937,179.941715,180.316288,0.374573,,1
3.709937,,,,-12.673288,1
3.709950,,180.316288,,,1
3.709953,,,,3.302542,1
3.709953,180.016406,179.975968,-0.040438,,1
3.709958,,179.975968,,,1
3.709960,180.235718,180.666748,0.431030,,1
3.709960,,,,46.037761,1
3.709964,,180.666748,,,1
3.709967,180.749825,183.278766,2.528941,,1
3.709967,,,,143.237756,1
3.709972,,183.278766,,,1
3.709975,180.805284,176.847514,-3.957769,,1
3.709975,,,,171.887341,1
3.709979,,176.847514,,,1
3.740287,180.068443,180.316288,0.247845,,1
3.740287,,,,12.673034,1
3.740306,,180.316288,,,1
3.740308,179.983381,179.975968,-0.007413,,1
3.740308,,,,-3.302535,1
3.740311,,179.975968,,,1
3.740313,,,,-46.038045,1
3.740313,179.775335,180.666748,0.891414,,1
3.740316,,180.666748,,,1
3.740319,179.317413,183.278766,3.961353,,1
3.740319,,,,-143.239450,1
3.740321,,183.278766,,,1
3.740322,179.086464,176.847514,-2.238950,,1
3.740322,,,,-171.884634,1
3.740324,,176.847514,,,1
3.768389,179.941707,180.316288,0.374581,,1
3.768389,,,,-12.673289,1
3.768404,,180.316288,,,1
3.768408,180.016406,179.975968,-0.040438,,1
3.768408,,,,3.302545,1
3.768412,,179.975968,,,1
3.768415,180.235710,180.666748,0.431039,,1
3.768415,,,,46.037768,1
3.768419,,180.666748,,,1
3.768421,180.749774,183.278766,2.528992,,1
3.768421,,,,143.237758,1
3.768427,,183.278766,,,1
3.768430,180.805365,176.847514,-3.957850,,1
3.768430,,,,171.887341,1
3.768444,,176.847514,,,1
3.798989,180.068435,180.316288,0.247853,,1
3.798989,,,,12.673035,1
3.799000,,180.316288,,,1
3.799003,179.983381,179.975968,-0.007413,,1
3.799003,,,,-3.302538,1
3.799007,,179.975968,,,1
3.799009,,,,-46.038051,1
3.799009,179.775326,180.666748,0.891422,,1
3.799011,,180.666748,,,1
3.799013,179.317363,183.278766,3.961403,,1
3.799013,,,,-143.239450,1
3.799017,,183.278766,,,1
3.799019,179.086545,176.847514,-2.239031,,1
3.799019,,,,-171.884638,1
3.799022,,176.847514,,,1
3.829361,179.941700,180.316288,0.374588,,1
3.829361,,,,-12.673289,1
3.829372,,180.316288,,,1
3.829374,180.016406,179.975968,-0.040438,,1
3.829374,,,,3.302548,1
3.829378,,179.975968,,,1
3.829379,180.235701,180.666748,0.431047,,1
3.829379,,,,46.037775,1
3.829381,,180.666748,,,1
3.829382,180.749723,183.278766,2.529043,,1
3.829382,,,,143.237761,1
3.829384,,183.278766,,,1
3.829387,180.805446,176.847514,-3.957931,,1
3.829387,,,,171.887341,1
3.829389,,176.847514,,,1
3.859966,180.068427,180.316288,0.247861,,1
3.859966,,,,12.673036,1
3.859976,,180.316288,,,1
3.859980,179.983381,179.975968,-0.007413,,1
3.859980,,,,-3.302541,1
3.859984,,179.975968,,,1
3.859987,179.775318,180.666748,0.891431,,1
3.859987,,,,-46.038057,1
3.859991,,180.666748,,,1
3.859993,,,,-143.239450,1
3.859993,179.317312,183.278766,3.961454,,1
3.859998,,183.278766,,,1
3.860000,179.086626,176.847514,-2.239112,,1
3.860000,,,,-171.884642,1
3.860005,,176.847514,,,1
3.890697,179.941692,180.316288,0.374596,,1
3.890697,,,,-12.673290,1
3.890707,,180.316288,,,1
3.890709,180.016407,179.975968,-0.040439,,1
3.890709,,,,3.302551,1
3.890712,,179.975968,,,1
3.890714,180.235693,180.666748,0.431056,,1
3.890714,,,,46.037781,1
3.890716,,180.666748,,,1
3.890717,,,,143.237764,1
3.890717,180.749673,183.278766,2.529093,,1
3.890719,,183.278766,,,1
3.890722,180.805527,176.847514,-3.958012,,1
3.890722,,,,171.887341,1
3.890724,,176.847514,,,1
3.921216,180.068420,180.316288,0.247868,,1
3.921216,,,,12.673037,1
3.921245,,180.316288,,,1
3.921248,179.983381,179.975968,-0.007413,,1
3.921248,,,,-3.302544,1
3.921252,,179.975968,,,1
3.921254,179.775309,180.666748,0.891439,,1
3.921254,,,,-46.038063,1
3.921256,,180.666748,,,1
3.921257,,,,-143.239450,1
3.921257,179.317261,183.278766,3.961505,,1
3.921261,,183.278766,,,1
3.921263,179.086707,176.847514,-2.239193,,1
3.921263,,,,-171.884646,1
3.921267,,176.847514,,,1
3.949533,179.941684,180.316288,0.374604,,1
3.949533,,,,-12.673291,1
3.949550,,180.316288,,,1
3.949553,180.016407,179.975968,-0.040439,,1
3.949553,,,,3.302554,1
3.949559,,179.975968,,,1
3.949561,180.235685,180.666748,0.431064,,1
3.949561,,,,46.037788,1
3.949565,,180.666748,,,1
3.949568,180.749622,183.278766,2.529144,,1
3.949568,,,,143.237766,1
3.949572,,183.278766,,,1
3.949574,180.805608,176.847514,-3.958093,,1
3.949574,,,,171.887341,1
3.949579,,176.847514,,,1
3.980048,180.068412,180.316288,0.247876,,1
3.980048,,,,12.673038,1
3.980063,,180.316288,,,1
3.980066,179.983381,179.975968,-0.007414,,1
3.980066,,,,-3.302547,1
3.980071,,179.975968,,,1
3.980075,179.775301,180.666748,0.891447,,1
3.980075,,,,-46.038069,1
3.980078,,180.666748,,,1
3.980081,179.317211,183.278766,3.961555,,1
3.980081,,,,-143.239450,1
3.980085,,183.278766,,,1
3.980088,,,,-171.884650,1
3.980088,179.086788,176.847514,-2.239274,,1
3.980092,,176.847514,,,1
4.010506,179.941677,180.316288,0.374611,,1
4.010506,,,,-12.673292,1
4.010515,,180.316288,,,1
4.010517,180.016407,179.975968,-0.040439,,1
4.010517,,,,3.302557,1
4.010530,,179.975968,,,1
4.010531,180.235676,180.666748,0.431072,,1
4.010531,,,,46.037794,1
4.010534,,180.666748,,,1
4.010535,180.749572,183.278766,2.529194,,1
4.010535,,,,143.237769,1
4.010537,,183.278766,,,1
4.010538,,,,171.887341,1
4.010538,180.805688,176.847514,-3.958174,,1
4.010540,,176.847514,,,1
4.041242,180.068405,180.316288,0.247883,,1
4.041242,,,,12.673040,1
4.041262,,180.316288,,,1
4.041268,179.983382,179.975968,-0.007414,,1
4.041268,,,,-3.302550,1
4.041272,,179.975968,,,1
4.041276,179.775293,180.666748,0.891456,,1
4.041276,,,,-46.038076,1
4.041280,,180.666748,,,1
4.041283,179.317160,183.278766,3.961606,,1
4.041283,,,,-143.239450,1
4.041289,,183.278766,,,1
4.041292,,,,-171.884654,1
4.041292,179.086869,176.847514,-2.239354,,1
4.041296,,176.847514,,,1
4.071949,179.941669,180.316288,0.374619,,1
4.071949,,,,-12.673293,1
4.071966,,180.316288,,,1
4.071968,180.016407,179.975968,-0.040439,,1
4.071968,,,,3.302560,1
4.071971,,179.975968,,,1
4.071973,180.235668,180.666748,0.431080,,1
4.071973,,,,46.037801,1
4.071975,,180.666748,,,1
4.071977,180.749521,183.278766,2.529245,,1
4.071977,,,,143.237771,1
4.071980,,183.278766,,,1
4.071984,180.805769,176.847514,-3.958255,,1
4.071984,,,,171.887341,1
4.071986,,176.847514,,,1
4.100537,180.068397,180.316288,0.247891,,1
4.100537,,,,12.673041,1
4.100556,,180.316288,,,1
4.100560,179.983382,179.975968,-0.007414,,1
4.100560,,,,-3.302553,1
4.100567,,179.975968,,,1
4.100569,179.775284,180.666748,0.891464,,1
4.100569,,,,-46.038082,1
4.100573,,180.666748,,,1
4.100575,179.317110,183.278766,3.961656,,1
4.100575,,,,-143.239450,1
4.100579,,183.278766,,,1
4.100583,179.086949,176.847514,-2.239435,,1
4.100583,,,,-171.884658,1
4.100588,,176.847514,,,1
