# DavinciArm telemetry export
# Points=2055
# Columns=t_rel_s,arm_angle_deg,ref_angle_deg,tracking_error_deg,motor_speed_deg_s,valid
# Decimals=6
# SortedByTime=true
#
t_rel_s,arm_angle_deg,ref_angle_deg,tracking_error_deg,motor_speed_deg_s,valid
1.507397,,179.975968,,,1
1.507399,179.775655,180.666748,0.891093,,1
1.507399,,,,-46.037809,1
1.507402,,180.666748,,,1
1.507403,179.319346,183.278766,3.959420,,1
1.507403,,,,-143.239450,1
1.507406,,183.278766,,,1
1.507408,179.083375,176.847514,-2.235861,,1
1.507408,,,,-171.884479,1
1.507412,,176.847514,,,1
1.537972,179.941998,180.316288,0.374290,,1
1.537972,,,,-12.673256,1
1.537998,,180.316288,,,1
1.538002,180.016395,179.975968,-0.040427,,1
1.538002,,,,3.302430,1
1.538009,,179.975968,,,1
1.538013,,,,46.037516,1
1.538013,180.236028,180.666748,0.430721,,1
1.538017,,180.666748,,,1
1.538018,180.751704,183.278766,2.527062,,1
1.538018,,,,143.237661,1
1.538022,,183.278766,,,1
1.538024,,,,171.887341,1
1.538024,180.802277,176.847514,-3.954763,,1
1.538030,,176.847514,,,1
1.568478,180.068725,180.316288,0.247563,,1
1.568478,,,,12.672988,1
1.568493,,180.316288,,,1
1.568496,179.983371,179.975968,-0.007403,,1
1.568496,,,,-3.302422,1
1.568499,,179.975968,,,1
1.568501,179.775647,180.666748,0.891102,,1
1.568501,,,,-46.037815,1
1.568505,,180.666748,,,1
1.568507,179.319292,183.278766,3.959474,,1
1.568507,,,,-143.239450,1
1.568511,,183.278766,,,1
1.568513,179.083461,176.847514,-2.235947,,1
1.568513,,,,-171.884484,1
1.568515,,176.847514,,,1
1.598903,179.941990,180.316288,0.374298,,1
1.598903,,,,-12.673257,1
1.598913,,180.316288,,,1
1.598915,180.016396,179.975968,-0.040428,,1
1.598915,,,,3.302433,1
1.598918,,179.975968,,,1
1.598919,180.236019,180.666748,0.430730,,1
1.598919,,,,46.037523,1
1.598922,,180.666748,,,1
1.598923,180.751651,183.278766,2.527115,,1
1.598923,,,,143.237664,1
1.598927,,183.278766,,,1
1.598928,,,,171.887341,1
1.598928,180.802363,176.847514,-3.954849,,1
1.598930,,176.847514,,,1
1.629494,180.068717,180.316288,0.247571,,1
1.629494,,,,12.672989,1
1.629508,,180.316288,,,1
1.629511,179.983372,179.975968,-0.007404,,1
1.629511,,,,-3.302425,1
1.629515,,179.975968,,,1
1.629517,179.775638,180.666748,0.891111,,1
1.629517,,,,-46.037822,1
1.629520,,180.666748,,,1
1.629522,179.319238,183.278766,3.959528,,1
1.629522,,,,-143.239450,1
1.629526,,183.278766,,,1
1.629528,179.083547,176.847514,-2.236032,,1
1.629528,,,,-171.884488,1
1.629531,,176.847514,,,1
1.657654,179.941982,180.316288,0.374306,,1
1.657654,,,,-12.673258,1
1.657669,,180.316288,,,1
1.657674,180.016396,179.975968,-0.040428,,1
1.657674,,,,3.302436,1
1.657679,,179.975968,,,1
1.657682,180.236010,180.666748,0.430738,,1
1.657682,,,,46.037530,1
1.657684,,180.666748,,,1
1.657686,180.751597,183.278766,2.527169,,1
1.657686,,,,143.237667,1
1.657689,,183.278766,,,1
1.657691,,,,171.887341,1
1.657691,180.802449,176.847514,-3.954934,,1
1.657695,,176.847514,,,1
1.688100,180.068709,180.316288,0.247579,,1
1.688100,,,,12.672991,1
1.688123,,180.316288,,,1
1.688127,179.983372,179.975968,-0.007404,,1
1.688127,,,,-3.302428,1
1.688132,,179.975968,,,1
1.688135,179.775629,180.666748,0.891120,,1
1.688135,,,,-46.037828,1
1.688138,,180.666748,,,1
1.688139,179.319185,183.278766,3.959581,,1
1.688139,,,,-143.239450,1
1.688143,,183.278766,,,1
1.688145,,,,-171.884492,1
1.688145,179.083632,176.847514,-2.236118,,1
1.688150,,176.847514,,,1
1.718729,179.941974,180.316288,0.374314,,1
1.718729,,,,-12.673259,1
1.718747,,180.316288,,,1
1.718750,180.016396,179.975968,-0.040428,,1
1.718750,,,,3.302439,1
1.718755,,179.975968,,,1
1.718760,180.236001,180.666748,0.430747,,1
1.718760,,,,46.037537,1
1.718765,,180.666748,,,1
1.718768,180.751544,183.278766,2.527222,,1
1.718768,,,,143.237669,1
1.718772,,183.278766,,,1
1.718775,,,,171.887341,1
1.718775,180.802534,176.847514,-3.955020,,1
1.718781,,176.847514,,,1
1.749277,180.068701,180.316288,0.247587,,1
1.749277,,,,12.672992,1
1.749288,,180.316288,,,1
1.749289,179.983372,179.975968,-0.007404,,1
1.749289,,,,-3.302432,1
1.749291,,179.975968,,,1
1.749293,179.775620,180.666748,0.891128,,1
1.749293,,,,-46.037835,1
1.749296,,180.666748,,,1
1.749298,179.319132,183.278766,3.959635,,1
1.749298,,,,-143.239450,1
1.749300,,183.278766,,,1
1.749301,179.083717,176.847514,-2.236203,,1
1.749301,,,,-171.884496,1
1.749303,,176.847514,,,1
1.780052,179.941966,180.316288,0.374322,,1
1.780052,,,,-12.673260,1
1.780064,,180.316288,,,1
1.780066,180.016397,179.975968,-0.040429,,1
1.780066,,,,3.302443,1
1.780068,,179.975968,,,1
1.780070,180.235992,180.666748,0.430756,,1
1.780070,,,,46.037544,1
1.780073,,180.666748,,,1
1.780074,180.751491,183.278766,2.527276,,1
1.780074,,,,143.237672,1
1.780076,,183.278766,,,1
1.780078,180.802619,176.847514,-3.955105,,1
1.780078,,,,171.887341,1
1.780080,,176.847514,,,1
1.810891,,,,12.672993,1
1.810891,180.068693,180.316288,0.247595,,1
1.810907,,180.316288,,,1
1.810910,179.983372,179.975968,-0.007404,,1
1.810910,,,,-3.302435,1
1.810914,,179.975968,,,1
1.810917,179.775611,180.666748,0.891137,,1
1.810917,,,,-46.037841,1
1.810920,,180.666748,,,1
1.810921,179.319078,183.278766,3.959688,,1
1.810921,,,,-143.239450,1
1.810925,,183.278766,,,1
1.810926,179.083803,176.847514,-2.236288,,1
1.810926,,,,-171.884501,1
1.810929,,176.847514,,,1
1.839480,179.941958,180.316288,0.374330,,1
1.839480,,,,-12.673261,1
1.839494,,180.316288,,,1
1.839495,,,,3.302446,1
1.839495,180.016397,179.975968,-0.040429,,1
1.839499,,179.975968,,,1
1.839500,180.235984,180.666748,0.430765,,1
1.839500,,,,46.037551,1
1.839502,,180.666748,,,1
1.839504,180.751437,183.278766,2.527329,,1
1.839504,,,,143.237675,1
1.839506,,183.278766,,,1
1.839509,180.802705,176.847514,-3.955190,,1
1.839509,,,,171.887341,1
1.839511,,176.847514,,,1
1.870260,180.068685,180.316288,0.247603,,1
1.870260,,,,12.672994,1
1.870273,,180.316288,,,1
1.870274,179.983373,179.975968,-0.007405,,1
1.870274,,,,-3.302438,1
1.870278,,179.975968,,,1
1.870280,179.775602,180.666748,0.891146,,1
1.870280,,,,-46.037848,1
1.870282,,180.666748,,,1
1.870284,179.319025,183.278766,3.959741,,1
1.870284,,,,-143.239450,1
1.870287,,183.278766,,,1
1.870288,179.083888,176.847514,-2.236374,,1
1.870288,,,,-171.884505,1
1.870291,,176.847514,,,1
1.900861,179.941950,180.316288,0.374338,,1
1.900861,,,,-12.673262,1
1.900877,,180.316288,,,1
1.900881,,,,3.302449,1
1.900881,180.016397,179.975968,-0.040429,,1
1.900885,,179.975968,,,1
1.900888,180.235975,180.666748,0.430774,,1
1.900888,,,,46.037558,1
1.900893,,180.666748,,,1
1.900896,180.751384,183.278766,2.527382,,1
1.900896,,,,143.237677,1
1.900900,,183.278766,,,1
1.900903,180.802790,176.847514,-3.955275,,1
1.900903,,,,171.887341,1
1.900907,,176.847514,,,1
1.931218,180.068677,180.316288,0.247611,,1
1.931218,,,,12.672996,1
1.931234,,180.316288,,,1
1.931237,179.983373,179.975968,-0.007405,,1
1.931237,,,,-3.302441,1
1.931241,,179.975968,,,1
1.931245,,,,-46.037854,1
1.931245,179.775593,180.666748,0.891155,,1
1.931248,,180.666748,,,1
1.931251,179.318972,183.278766,3.959794,,1
1.931251,,,,-143.239450,1
1.931255,,183.278766,,,1
1.931258,179.083973,176.847514,-2.236459,,1
1.931258,,,,-171.884509,1
1.931263,,176.847514,,,1
1.961649,179.941942,180.316288,0.374346,,1
1.961649,,,,-12.673263,1
1.961668,,180.316288,,,1
1.961672,180.016397,179.975968,-0.040430,,1
1.961672,,,,3.302452,1
1.961677,,179.975968,,,1
1.961682,180.235966,180.666748,0.430782,,1
1.961682,,,,46.037565,1
1.961687,,180.666748,,,1
1.961689,180.751331,183.278766,2.527435,,1
1.961689,,,,143.237680,1
1.961694,,183.278766,,,1
1.961696,180.802875,176.847514,-3.955360,,1
1.961696,,,,171.887341,1
1.961702,,176.847514,,,1
1.989867,180.068669,180.316288,0.247619,,1
1.989867,,,,12.672997,1
1.989878,,180.316288,,,1
1.989879,179.983373,179.975968,-0.007405,,1
1.989879,,,,-3.302445,1
1.989882,,179.975968,,,1
1.989883,,,,-46.037861,1
1.989883,179.775585,180.666748,0.891164,,1
1.989886,,180.666748,,,1
1.989888,179.318919,183.278766,3.959847,,1
1.989888,,,,-143.239450,1
1.989890,,183.278766,,,1
1.989891,179.084058,176.847514,-2.236543,,1
1.989891,,,,-171.884513,1
1.989893,,176.847514,,,1
2.020482,179.941934,180.316288,0.374354,,1
2.020482,,,,-12.673263,1
2.020496,,180.316288,,,1
2.020499,180.016398,179.975968,-0.040430,,1
2.020499,,,,3.302455,1
2.020502,,179.975968,,,1
2.020503,180.235957,180.666748,0.430791,,1
2.020503,,,,46.037572,1
2.020506,,180.666748,,,1
2.020507,180.751278,183.278766,2.527488,,1
2.020507,,,,143.237683,1
2.020511,,183.278766,,,1
2.020512,180.802959,176.847514,-3.955445,,1
2.020512,,,,171.887341,1
2.020514,,176.847514,,,1
2.051142,180.068661,180.316288,0.247627,,1
2.051142,,,,12.672998,1
2.051158,,180.316288,,,1
2.051161,179.983373,179.975968,-0.007405,,1
2.051161,,,,-3.302448,1
2.051165,,179.975968,,,1
2.051166,,,,-46.037867,1
2.051166,179.775576,180.666748,0.891173,,1
2.051168,,180.666748,,,1
2.051169,,,,-143.239450,1
2.051169,179.318866,183.278766,3.959900,,1
2.051173,,183.278766,,,1
2.051176,179.084142,176.847514,-2.236628,,1
2.051176,,,,-171.884518,1
2.051178,,176.847514,,,1
2.081743,,,,-12.673264,1
2.081743,179.941926,180.316288,0.374362,,1
2.081760,,180.316288,,,1
2.081764,180.016398,179.975968,-0.040430,,1
2.081764,,,,3.302459,1
2.081769,,179.975968,,,1
2.081772,180.235949,180.666748,0.430800,,1
2.081772,,,,46.037579,1
2.081776,,180.666748,,,1
2.081778,180.751225,183.278766,2.527541,,1
2.081778,,,,143.237685,1
2.081782,,183.278766,,,1
2.081785,180.803044,176.847514,-3.955530,,1
2.081785,,,,171.887341,1
2.081789,,176.847514,,,1
2.110222,,,,12.673000,1
2.110222,180.068653,180.316288,0.247635,,1
2.110236,,180.316288,,,1
2.110240,179.983374,179.975968,-0.007406,,1
2.110240,,,,-3.302451,1
2.110245,,179.975968,,,1
2.110248,179.775567,180.666748,0.891181,,1
2.110248,,,,-46.037874,1
2.110251,,180.666748,,,1
2.110254,179.318813,183.278766,3.959953,,1
2.110254,,,,-143.239450,1
2.110258,,183.278766,,,1
2.110261,179.084227,176.847514,-2.236713,,1
2.110261,,,,-171.884522,1
2.110266,,176.847514,,,1
2.140649,179.941918,180.316288,0.374370,,1
2.140649,,,,-12.673265,1
2.140660,,180.316288,,,1
2.140665,180.016398,179.975968,-0.040430,,1
2.140665,,,,3.302462,1
2.140668,,179.975968,,,1
2.140670,180.235940,180.666748,0.430808,,1
2.140670,,,,46.037586,1
2.140672,,180.666748,,,1
2.140673,180.751172,183.278766,2.527594,,1
2.140673,,,,143.237688,1
2.140677,,183.278766,,,1
2.140678,180.803129,176.847514,-3.955614,,1
2.140678,,,,171.887341,1
2.140681,,176.847514,,,1
2.171199,,,,12.673001,1
2.171199,180.068645,180.316288,0.247643,,1
2.171221,,180.316288,,,1
2.171224,179.983374,179.975968,-0.007406,,1
2.171224,,,,-3.302454,1
2.171227,,179.975968,,,1
2.171230,179.775558,180.666748,0.891190,,1
2.171230,,,,-46.037880,1
2.171231,,180.666748,,,1
2.171233,179.318760,183.278766,3.960006,,1
2.171233,,,,-143.239450,1
2.171238,,183.278766,,,1
2.171240,179.084312,176.847514,-2.236797,,1
2.171240,,,,-171.884526,1
2.171247,,176.847514,,,1
2.202089,,,,-12.673266,1
2.202089,179.941910,180.316288,0.374378,,1
2.202104,,180.316288,,,1
2.202106,,,,3.302465,1
2.202106,180.016399,179.975968,-0.040431,,1
2.202110,,179.975968,,,1
2.202112,180.235931,180.666748,0.430817,,1
2.202112,,,,46.037592,1
2.202114,,180.666748,,,1
2.202116,180.751119,183.278766,2.527647,,1
2.202116,,,,143.237691,1
2.202118,,183.278766,,,1
2.202121,180.803213,176.847514,-3.955699,,1
2.202121,,,,171.887341,1
2.202124,,176.847514,,,1
2.230696,180.068637,180.316288,0.247651,,1
2.230696,,,,12.673002,1
2.230709,,180.316288,,,1
2.230712,179.983374,179.975968,-0.007406,,1
2.230712,,,,-3.302457,1
2.230718,,179.975968,,,1
2.230720,179.775549,180.666748,0.891199,,1
2.230720,,,,-46.037887,1
2.230725,,180.666748,,,1
2.230727,179.318707,183.278766,3.960059,,1
2.230727,,,,-143.239450,1
2.230731,,183.278766,,,1
2.230733,179.084396,176.847514,-2.236882,,1
2.230733,,,,-171.884530,1
2.230738,,176.847514,,,1
2.261147,179.941902,180.316288,0.374386,,1
2.261147,,,,-12.673267,1
2.261165,,180.316288,,,1
2.261169,,,,3.302468,1
2.261169,180.016399,179.975968,-0.040431,,1
2.261175,,179.975968,,,1
2.261178,180.235923,180.666748,0.430826,,1
2.261178,,,,46.037599,1
2.261183,,180.666748,,,1
2.261185,180.751067,183.278766,2.527700,,1
2.261185,,,,143.237693,1
2.261189,,183.278766,,,1
2.261192,180.803297,176.847514,-3.955783,,1
2.261192,,,,171.887341,1
2.261196,,176.847514,,,1
2.291583,180.068629,180.316288,0.247659,,1
2.291583,,,,12.673003,1
2.291598,,180.316288,,,1
2.291601,179.983374,179.975968,-0.007406,,1
2.291601,,,,-3.302460,1
2.291604,,179.975968,,,1
2.291607,179.775541,180.666748,0.891208,,1
2.291607,,,,-46.037893,1
2.291611,,180.666748,,,1
2.291615,179.318654,183.278766,3.960112,,1
2.291615,,,,-143.239450,1
2.291618,,183.278766,,,1
2.291621,179.084480,176.847514,-2.236966,,1
2.291621,,,,-171.884535,1
2.291625,,176.847514,,,1
2.322103,179.941894,180.316288,0.374394,,1
2.322103,,,,-12.673268,1
2.322120,,180.316288,,,1
2.322122,180.016399,179.975968,-0.040431,,1
2.322122,,,,3.302471,1
2.322124,,179.975968,,,1
2.322126,,,,46.037606,1
2.322126,180.235914,180.666748,0.430835,,1
2.322128,,180.666748,,,1
2.322130,180.751014,183.278766,2.527752,,1
2.322130,,,,143.237696,1
2.322133,,183.278766,,,1
2.322135,180.803382,176.847514,-3.955867,,1
2.322135,,,,171.887341,1
2.322138,,176.847514,,,1
2.352880,180.068621,180.316288,0.247667,,1
2.352880,,,,12.673005,1
2.352894,,180.316288,,,1
2.352896,179.983375,179.975968,-0.007407,,1
2.352896,,,,-3.302464,1
2.352899,,179.975968,,,1
2.352901,,,,-46.037900,1
2.352901,179.775532,180.666748,0.891216,,1
2.352904,,180.666748,,,1
2.352906,179.318602,183.278766,3.960164,,1
2.352906,,,,-143.239450,1
2.352910,,183.278766,,,1
2.352911,179.084564,176.847514,-2.237050,,1
2.352911,,,,-171.884539,1
2.352913,,176.847514,,,1
2.383271,179.941886,180.316288,0.374402,,1
2.383271,,,,-12.673269,1
2.383289,,180.316288,,,1
2.383293,180.016400,179.975968,-0.040432,,1
2.383293,,,,3.302474,1
2.383296,,179.975968,,,1
2.383299,180.235905,180.666748,0.430843,,1
2.383299,,,,46.037613,1
2.383303,,180.666748,,,1
2.383305,180.750961,183.278766,2.527805,,1
2.383305,,,,143.237699,1
2.383311,,183.278766,,,1
2.383313,180.803466,176.847514,-3.955951,,1
2.383313,,,,171.887341,1
2.383317,,176.847514,,,1
2.411697,180.068613,180.316288,0.247675,,1
2.411697,,,,12.673006,1
2.411712,,180.316288,,,1
2.411715,179.983375,179.975968,-0.007407,,1
2.411715,,,,-3.302467,1
2.411720,,179.975968,,,1
2.411722,,,,-46.037906,1
2.411722,179.775523,180.666748,0.891225,,1
2.411726,,180.666748,,,1
2.411728,179.318549,183.278766,3.960217,,1
2.411728,,,,-143.239450,1
2.411733,,183.278766,,,1
2.411735,179.084648,176.847514,-2.237134,,1
2.411735,,,,-171.884543,1
2.411740,,176.847514,,,1
2.442459,179.941878,180.316288,0.374410,,1
2.442459,,,,-12.673270,1
2.442483,,180.316288,,,1
2.442486,180.016400,179.975968,-0.040432,,1
2.442486,,,,3.302477,1
2.442489,,179.975968,,,1
2.442491,,,,46.037620,1
2.442491,180.235897,180.666748,0.430852,,1
2.442495,,180.666748,,,1
2.442498,,,,143.237701,1
2.442498,180.750909,183.278766,2.527857,,1
2.442501,,183.278766,,,1
2.442503,180.803550,176.847514,-3.956035,,1
2.442503,,,,171.887341,1
2.442505,,176.847514,,,1
2.472881,180.068606,180.316288,0.247682,,1
2.472881,,,,12.673007,1
2.472898,,180.316288,,,1
2.472900,179.983375,179.975968,-0.007407,,1
2.472900,,,,-3.302470,1
2.472904,,179.975968,,,1
2.472906,179.775515,180.666748,0.891234,,1
2.472906,,,,-46.037912,1
2.472909,,180.666748,,,1
2.472911,179.318497,183.278766,3.960269,,1
2.472911,,,,-143.239450,1
2.472914,,183.278766,,,1
2.472916,179.084732,176.847514,-2.237218,,1
2.472916,,,,-171.884547,1
2.472918,,176.847514,,,1
2.503470,179.941870,180.316288,0.374418,,1
2.503470,,,,-12.673270,1
2.503487,,180.316288,,,1
2.503488,180.016400,179.975968,-0.040432,,1
2.503488,,,,3.302481,1
2.503491,,179.975968,,,1
2.503492,180.235888,180.666748,0.430861,,1
2.503492,,,,46.037627,1
2.503494,,180.666748,,,1
2.503496,,,,143.237704,1
2.503496,180.750856,183.278766,2.527910,,1
2.503499,,183.278766,,,1
2.503500,180.803633,176.847514,-3.956119,,1
2.503500,,,,171.887341,1
2.503502,,176.847514,,,1
2.533955,180.068598,180.316288,0.247690,,1
2.533955,,,,12.673009,1
2.533976,,180.316288,,,1
2.533981,179.983375,179.975968,-0.007407,,1
2.533981,,,,-3.302473,1
2.533988,,179.975968,,,1
2.533992,179.775506,180.666748,0.891243,,1
2.533992,,,,-46.037919,1
2.533997,,180.666748,,,1
2.534000,179.318444,183.278766,3.960322,,1
2.534000,,,,-143.239450,1
2.534006,,183.278766,,,1
2.534009,179.084816,176.847514,-2.237301,,1
2.534009,,,,-171.884551,1
2.534013,,176.847514,,,1
2.564313,179.941862,180.316288,0.374426,,1
2.564313,,,,-12.673271,1
2.564328,,180.316288,,,1
2.564332,180.016400,179.975968,-0.040432,,1
2.564332,,,,3.302484,1
2.564337,,179.975968,,,1
2.564339,180.235879,180.666748,0.430869,,1
2.564339,,,,46.037634,1
2.564343,,180.666748,,,1
2.564345,,,,143.237707,1
2.564345,180.750804,183.278766,2.527962,,1
2.564350,,183.278766,,,1
2.564353,,,,171.887341,1
2.564353,180.803717,176.847514,-3.956203,,1
2.564357,,176.847514,,,1
2.592569,180.068590,180.316288,0.247698,,1
2.592569,,,,12.673010,1
2.592588,,180.316288,,,1
2.592592,179.983376,179.975968,-0.007408,,1
2.592592,,,,-3.302476,1
2.592597,,179.975968,,,1
2.592599,179.775497,180.666748,0.891251,,1
2.592599,,,,-46.037925,1
2.592603,,180.666748,,,1
2.592605,179.318392,183.278766,3.960374,,1
2.592605,,,,-143.239450,1
2.592612,,183.278766,,,1
2.592614,179.084899,176.847514,-2.237385,,1
2.592614,,,,-171.884556,1
2.592618,,176.847514,,,1
2.623373,,,,-12.673272,1
2.623373,179.941855,180.316288,0.374434,,1
2.623396,,180.316288,,,1
2.623399,180.016401,179.975968,-0.040433,,1
2.623399,,,,3.302487,1
2.623405,,179.975968,,,1
2.623406,180.235871,180.666748,0.430878,,1
2.623406,,,,46.037640,1
2.623408,,180.666748,,,1
2.623411,180.750752,183.278766,2.528014,,1
2.623411,,,,143.237709,1
2.623414,,183.278766,,,1
2.623416,180.803801,176.847514,-3.956286,,1
2.623416,,,,171.887341,1
2.623419,,176.847514,,,1
2.654026,180.068582,180.316288,0.247706,,1
2.654026,,,,12.673011,1
2.654049,,180.316288,,,1
2.654051,179.983376,179.975968,-0.007408,,1
2.654051,,,,-3.302479,1
2.654057,,179.975968,,,1
2.654059,179.775489,180.666748,0.891260,,1
2.654059,,,,-46.037932,1
2.654061,,180.666748,,,1
2.654063,179.318340,183.278766,3.960426,,1
2.654063,,,,-143.239450,1
2.654067,,183.278766,,,1
2.654070,179.084983,176.847514,-2.237469,,1
2.654070,,,,-171.884560,1
2.654073,,176.847514,,,1
2.684469,,,,-12.673273,1
2.684469,179.941847,180.316288,0.374441,,1
2.684481,,180.316288,,,1
2.684483,180.016401,179.975968,-0.040433,,1
2.684483,,,,3.302490,1
2.684487,,179.975968,,,1
2.684489,180.235862,180.666748,0.430886,,1
2.684489,,,,46.037647,1
2.684491,,180.666748,,,1
2.684493,180.750700,183.278766,2.528066,,1
2.684493,,,,143.237712,1
2.684495,,183.278766,,,1
2.684498,180.803884,176.847514,-3.956370,,1
2.684498,,,,171.887341,1
2.684500,,176.847514,,,1
2.712889,180.068574,180.316288,0.247714,,1
2.712889,,,,12.673012,1
2.712900,,180.316288,,,1
2.712902,,,,-3.302482,1
2.712902,179.983376,179.975968,-0.007408,,1
2.712905,,179.975968,,,1
2.712906,179.775480,180.666748,0.891269,,1
2.712906,,,,-46.037938,1
2.712908,,180.666748,,,1
2.712909,179.318288,183.278766,3.960478,,1
2.712909,,,,-143.239450,1
2.712912,,183.278766,,,1
2.712913,179.085066,176.847514,-2.237552,,1
2.712913,,,,-171.884564,1
2.712916,,176.847514,,,1
2.743659,179.941839,180.316288,0.374449,,1
2.743659,,,,-12.673274,1
2.743672,,180.316288,,,1
2.743673,180.016401,179.975968,-0.040433,,1
2.743673,,,,3.302493,1
2.743677,,179.975968,,,1
2.743678,180.235854,180.666748,0.430895,,1
2.743678,,,,46.037654,1
2.743680,,180.666748,,,1
2.743682,180.750648,183.278766,2.528119,,1
2.743682,,,,143.237714,1
2.743684,,183.278766,,,1
2.743685,180.803967,176.847514,-3.956453,,1
2.743685,,,,171.887341,1
2.743688,,176.847514,,,1
2.774149,180.068566,180.316288,0.247722,,1
2.774149,,,,12.673014,1
2.774171,,180.316288,,,1
2.774172,,,,-3.302486,1
2.774172,179.983377,179.975968,-0.007409,,1
2.774176,,179.975968,,,1
2.774177,179.775471,180.666748,0.891277,,1
2.774177,,,,-46.037944,1
2.774179,,180.666748,,,1
2.774180,179.318236,183.278766,3.960530,,1
2.774180,,,,-143.239450,1
2.774184,,183.278766,,,1
2.774185,179.085149,176.847514,-2.237635,,1
2.774185,,,,-171.884568,1
2.774188,,176.847514,,,1
2.804705,179.941831,180.316288,0.374457,,1
2.804705,,,,-12.673275,1
2.804728,,180.316288,,,1
2.804731,180.016402,179.975968,-0.040434,,1
2.804731,,,,3.302496,1
2.804734,,179.975968,,,1
2.804741,180.235845,180.666748,0.430903,,1
2.804741,,,,46.037661,1
2.804743,,180.666748,,,1
2.804745,180.750596,183.278766,2.528171,,1
2.804745,,,,143.237717,1
2.804749,,183.278766,,,1
2.804750,180.804051,176.847514,-3.956536,,1
2.804750,,,,171.887341,1
2.804755,,176.847514,,,1
2.835209,180.068559,180.316288,0.247730,,1
2.835209,,,,12.673015,1
2.835226,,180.316288,,,1
2.835232,179.983377,179.975968,-0.007409,,1
2.835232,,,,-3.302489,1
2.835238,,179.975968,,,1
2.835241,,,,-46.037951,1
2.835241,179.775463,180.666748,0.891286,,1
2.835245,,180.666748,,,1
2.835247,179.318184,183.278766,3.960582,,1
2.835247,,,,-143.239450,1
2.835252,,183.278766,,,1
2.835254,179.085233,176.847514,-2.237718,,1
2.835254,,,,-171.884572,1
2.835259,,176.847514,,,1
2.863841,179.941823,180.316288,0.374465,,1
2.863841,,,,-12.673276,1
2.863855,,180.316288,,,1
2.863859,180.016402,179.975968,-0.040434,,1
2.863859,,,,3.302499,1
2.863863,,179.975968,,,1
2.863866,,,,46.037668,1
2.863866,180.235836,180.666748,0.430912,,1
2.863870,,180.666748,,,1
2.863873,180.750544,183.278766,2.528222,,1
2.863873,,,,143.237720,1
2.863877,,183.278766,,,1
2.863879,180.804134,176.847514,-3.956619,,1
2.863879,,,,171.887341,1
2.863883,,176.847514,,,1
2.894288,180.068551,180.316288,0.247737,,1
2.894288,,,,12.673016,1
2.894324,,180.316288,,,1
2.894329,179.983377,179.975968,-0.007409,,1
2.894329,,,,-3.302492,1
2.894333,,179.975968,,,1
2.894336,,,,-46.037957,1
2.894336,179.775454,180.666748,0.891294,,1
2.894338,,180.666748,,,1
2.894339,179.318132,183.278766,3.960634,,1
2.894339,,,,-143.239450,1
2.894343,,183.278766,,,1
2.894344,179.085316,176.847514,-2.237801,,1
2.894344,,,,-171.884576,1
2.894347,,176.847514,,,1
2.924707,179.941815,180.316288,0.374473,,1
2.924707,,,,-12.673277,1
2.924718,,180.316288,,,1
2.924722,180.016402,179.975968,-0.040434,,1
2.924722,,,,3.302502,1
2.924726,,179.975968,,,1
2.924728,180.235828,180.666748,0.430921,,1
2.924728,,,,46.037674,1
2.924730,,180.666748,,,1
2.924732,180.750492,183.278766,2.528274,,1
2.924732,,,,143.237722,1
2.924735,,183.278766,,,1
2.924737,180.804217,176.847514,-3.956702,,1
2.924737,,,,171.887341,1
2.924740,,176.847514,,,1
2.955405,180.068543,180.316288,0.247745,,1
2.955405,,,,12.673017,1
2.955428,,180.316288,,,1
2.955441,179.983377,179.975968,-0.007409,,1
2.955441,,,,-3.302495,1
2.955446,,179.975968,,,1
2.955449,179.775445,180.666748,0.891303,,1
2.955449,,,,-46.037963,1
2.955453,,180.666748,,,1
2.955454,,,,-143.239450,1
2.955454,179.318080,183.278766,3.960686,,1
2.955458,,183.278766,,,1
2.955460,179.085398,176.847514,-2.237884,,1
2.955460,,,,-171.884581,1
2.955464,,176.847514,,,1
2.985904,179.941808,180.316288,0.374480,,1
2.985904,,,,-12.673277,1
2.985917,,180.316288,,,1
2.985919,180.016402,179.975968,-0.040434,,1
2.985919,,,,3.302505,1
2.985923,,179.975968,,,1
2.985925,180.235819,180.666748,0.430929,,1
2.985925,,,,46.037681,1
2.985927,,180.666748,,,1
2.985929,,,,143.237725,1
2.985929,180.750440,183.278766,2.528326,,1
2.985931,,183.278766,,,1
2.985933,180.804299,176.847514,-3.956785,,1
2.985933,,,,171.887341,1
2.985935,,176.847514,,,1
3.014848,180.068535,180.316288,0.247753,,1
3.014848,,,,12.673019,1
3.014863,,180.316288,,,1
3.014866,179.983378,179.975968,-0.007410,,1
3.014866,,,,-3.302498,1
3.014871,,179.975968,,,1
3.014874,179.775437,180.666748,0.891312,,1
3.014874,,,,-46.037970,1
3.014877,,180.666748,,,1
3.014880,,,,-143.239450,1
3.014880,179.318028,183.278766,3.960738,,1
3.014887,,183.278766,,,1
3.014890,179.085481,176.847514,-2.237967,,1
3.014890,,,,-171.884585,1
3.014897,,176.847514,,,1
3.045139,179.941800,180.316288,0.374488,,1
3.045139,,,,-12.673278,1
3.045155,,180.316288,,,1
3.045159,180.016403,179.975968,-0.040435,,1
3.045159,,,,3.302509,1
3.045162,,179.975968,,,1
3.045163,180.235811,180.666748,0.430938,,1
3.045163,,,,46.037688,1
3.045167,,180.666748,,,1
3.045168,180.750388,183.278766,2.528378,,1
3.045168,,,,143.237728,1
